#geneID	KO/WT_0h	KO/WT_2h	KO/WT_6h	KO/WT_12h	KO/WT_18h	KO/WT_24h
ENSMUSG00000022383	0.165603	0.230033	0.348219	-0.111562	-0.232680	0.527650
ENSMUSG00000022385	0.110610	-0.168442	0.542067	-0.345264	-0.159714	0.168201
ENSMUSG00000022387	-0.666398	0.027351	0.054851	0.205962	0.137733	-0.454865
ENSMUSG00000022391	-0.055222	-0.404821	-0.331087	0.835820	0.035227	0.517686
ENSMUSG00000022394	-0.024351	0.051866	-0.548275	-0.077763	0.185586	-0.377154
ENSMUSG00000022400	0.085838	-0.429740	-1.085415	-1.120726	-0.111963	-1.298461
ENSMUSG00000022403	-0.048342	-0.205343	-0.009171	-0.180342	-0.068973	0.118242
ENSMUSG00000022404	0.160330	-0.389555	-0.019378	-0.093424	0.105953	0.211647
ENSMUSG00000022407	-0.205487	0.010576	0.363669	0.264560	0.691291	0.561496
ENSMUSG00000022412	0.185906	-1.080599	0.028992	-0.293176	0.088975	-0.216934
ENSMUSG00000022414	0.218739	0.213658	-0.053104	-0.167952	0.101185	-0.083142
ENSMUSG00000022415	0.083970	-0.528939	-0.591734	-0.051245	-0.514452	-0.159440
ENSMUSG00000022416	0.172248	0.236261	-0.478105	-0.129328	-0.481774	-0.299340
ENSMUSG00000022419	-0.105690	-0.288428	0.804527	-0.294079	-0.111750	0.371627
ENSMUSG00000022420	-0.110675	0.095096	-0.611394	-0.195163	0.040768	0.428556
ENSMUSG00000022422	-0.137645	-0.101250	-0.142623	0.080555	-0.286401	0.384968
ENSMUSG00000022425	-0.612000	-0.916730	-0.245279	-0.710667	-0.139833	-0.670374
ENSMUSG00000022426	-0.230569	0.070064	-0.635391	0.023527	-0.091301	0.020757
ENSMUSG00000022427	0.067227	-0.008339	-0.079081	0.411245	-0.271943	-0.246685
ENSMUSG00000022428	0.812341	-0.181990	-0.070548	0.238043	-0.217807	0.242898
ENSMUSG00000022429	-0.257774	0.057937	0.137193	0.256910	-0.193487	0.053404
ENSMUSG00000022432	-0.225245	-0.547270	-0.033849	0.198432	-0.251924	-0.126996
ENSMUSG00000022433	-0.205930	0.323303	-0.632434	0.201995	0.251670	0.191881
ENSMUSG00000022436	1.017820	0.053114	0.386693	-0.089311	0.334505	0.116142
ENSMUSG00000022437	0.115795	0.010570	0.239858	0.158309	0.291218	0.094957
ENSMUSG00000022438	0.513143	-0.650362	0.522444	0.185996	0.022839	0.346776
ENSMUSG00000022439	0.294486	-0.150991	-0.508666	-0.169642	0.077052	-0.424282
ENSMUSG00000022443	0.261472	0.090932	-0.161161	-0.284741	-0.540299	-0.090422
ENSMUSG00000022445	-0.246819	0.068781	-0.029852	-0.364442	-0.023028	-0.352917
ENSMUSG00000022449	-0.118477	0.665614	0.142253	-0.359669	-0.265218	0.276301
ENSMUSG00000022450	-0.211947	-0.145382	-0.265982	-0.264399	-0.341428	0.095585
ENSMUSG00000022451	0.002203	0.044750	-0.345346	0.812164	-0.121647	-0.161321
ENSMUSG00000022452	-0.206606	-0.300920	0.142260	0.351096	0.584997	-0.679521
ENSMUSG00000022453	-0.539281	0.074090	0.018405	-0.509285	0.024576	0.091052
ENSMUSG00000022462	0.151841	-0.254293	0.357056	0.372238	-0.437017	-0.079251
ENSMUSG00000022463	-0.244078	-0.016474	-0.064758	-0.042959	-0.018275	0.002416
ENSMUSG00000022464	-0.239050	-0.091775	0.305996	-0.688037	0.500816	0.116592
ENSMUSG00000022469	0.458456	-0.266168	0.460537	0.198870	0.184787	0.080225
ENSMUSG00000022474	-0.307943	-0.430778	0.451639	0.093386	0.355275	-0.342907
ENSMUSG00000022475	-0.152658	-0.192795	-0.124105	-0.155646	0.131418	-0.222863
ENSMUSG00000022476	0.032120	-0.070444	-0.260440	-0.177131	-0.153703	0.454717
ENSMUSG00000022477	0.035450	0.970389	0.197340	0.393657	-0.130907	-0.270910
ENSMUSG00000022479	0.530305	-0.299526	0.077130	0.369062	-0.072914	-0.028786
ENSMUSG00000022483	0.079995	-0.568427	-0.209432	0.582075	-0.324350	0.186278
ENSMUSG00000022488	0.198200	-0.224177	0.108405	-0.555071	0.087380	0.278113
ENSMUSG00000022489	0.262936	0.404014	-0.007209	0.791584	0.076302	0.251375
ENSMUSG00000022490	0.020766	-0.478588	-0.018173	0.008556	0.089055	-0.302591
ENSMUSG00000022491	-0.300225	-0.063641	0.270865	0.690623	-0.555545	0.009809
ENSMUSG00000022496	0.162410	-0.316009	-0.095174	-0.119811	0.454054	0.146323
ENSMUSG00000022498	0.828379	-0.101146	0.449178	-0.111701	-0.528164	0.173010
ENSMUSG00000022504	-0.522120	-0.463010	0.438987	-0.278462	-0.145752	0.383121
ENSMUSG00000022505	-0.038458	-0.562678	0.092570	0.052284	0.056401	0.224678
ENSMUSG00000022508	-0.096858	0.052946	-0.108337	-0.277865	0.368820	0.400298
ENSMUSG00000022510	0.131173	-0.475619	0.565452	-0.202128	-0.267896	0.498209
ENSMUSG00000022512	-0.536716	0.787005	0.391016	0.202355	-0.306946	-0.433411
ENSMUSG00000022514	0.010866	0.373938	0.048155	0.011140	0.148735	-0.001661
ENSMUSG00000022516	-0.482782	0.257796	-0.357933	-0.007488	0.393190	-0.554590
ENSMUSG00000022517	0.298264	0.653341	0.157562	0.042500	0.256080	0.190023
ENSMUSG00000022521	-0.014385	0.026538	0.103758	0.424668	-0.470118	0.539843
ENSMUSG00000022528	-0.010323	0.169112	0.384336	0.027252	0.026325	-0.272907
ENSMUSG00000022529	0.253571	0.133930	0.546015	0.543626	0.140039	0.010740
ENSMUSG00000022534	0.121642	-0.174757	-0.112844	-0.293475	-0.987234	0.139692
ENSMUSG00000022544	-0.136935	-0.227860	-0.459506	-0.218672	0.065117	-0.068952
ENSMUSG00000022545	0.605168	0.668794	-0.359404	0.487593	-0.189164	0.464597
ENSMUSG00000022546	0.436067	0.349623	0.080836	-0.192387	0.240758	0.329347
ENSMUSG00000022548	-0.479628	-0.315127	-0.025129	0.285657	-0.543855	-0.381620
ENSMUSG00000022551	-0.192201	0.103810	0.019185	-0.469650	0.303749	-0.745626
ENSMUSG00000022552	0.526550	0.332475	-0.457528	-0.450924	0.637354	0.117946
ENSMUSG00000022553	0.241637	-0.086577	-0.245623	0.505419	0.315119	0.030973
ENSMUSG00000022555	0.439993	0.050404	-0.377966	0.237525	0.424232	0.042139
ENSMUSG00000022556	0.361861	-0.659022	0.027296	0.122023	0.144099	-0.369713
ENSMUSG00000022557	-0.024763	0.110702	0.157615	-0.066366	-0.566539	-0.275344
ENSMUSG00000022560	0.095733	-0.026263	0.305874	0.299548	0.381034	-0.076896
ENSMUSG00000022561	-0.037396	0.092378	-0.237619	0.222075	-0.250020	0.232794
ENSMUSG00000022562	0.008782	0.394006	-0.236765	-0.162486	-0.030147	-0.531065
ENSMUSG00000022565	-0.182392	0.113028	0.358931	0.342677	0.858263	0.296099
ENSMUSG00000022568	-0.193957	-0.449156	-0.154617	0.439326	0.038449	0.462674
ENSMUSG00000022570	-0.592082	0.467909	0.581560	-0.133649	0.260734	-0.557933
ENSMUSG00000022571	0.166865	-0.021635	0.189565	-0.738470	-0.709025	-0.036318
ENSMUSG00000022574	0.026124	-0.079323	0.132840	-0.378505	-0.244015	-0.199017
ENSMUSG00000022575	-0.386360	-0.263943	0.247004	0.330182	0.214168	0.470258
ENSMUSG00000022577	0.312119	0.104155	-0.738388	-0.483970	0.165165	0.117645
ENSMUSG00000022579	-0.240196	0.184848	-0.159137	-0.634782	0.359486	0.378911
ENSMUSG00000022580	0.222985	-0.741967	-0.152990	0.231193	-0.007723	-0.352827
ENSMUSG00000022587	-0.495781	-0.215675	-0.194313	0.549042	0.520895	-0.231119
ENSMUSG00000022589	-0.179677	0.353131	0.420030	-0.174276	0.318233	0.263995
ENSMUSG00000022594	-0.490310	0.583542	-0.213289	-0.071370	0.782059	0.183920
ENSMUSG00000022595	0.286754	0.423079	-0.280786	0.179817	-0.071710	-0.364297
ENSMUSG00000022596	0.112972	0.265049	-0.356553	0.294729	0.159410	-0.349772
ENSMUSG00000022598	0.297873	-0.108336	-0.462140	0.424657	-0.898721	0.968637
ENSMUSG00000022602	-0.463363	-0.203115	-0.310520	-0.068809	-0.121542	-0.300485
ENSMUSG00000022604	0.163073	0.100337	-0.301110	0.403100	-0.054327	0.315011
ENSMUSG00000022607	0.734770	1.154513	2.273637	1.800228	1.374222	2.184688
ENSMUSG00000022610	0.057075	-0.003017	0.239558	0.844332	0.988917	0.713461
ENSMUSG00000022613	0.001142	0.155272	-0.101333	-0.204578	-0.022781	-0.646867
ENSMUSG00000022614	-0.409130	0.403050	0.656419	0.123341	0.082895	-0.053625
ENSMUSG00000022615	-0.411761	0.124896	-0.114198	0.087635	-0.325803	-0.456459
ENSMUSG00000022617	0.184814	-0.078463	0.561880	-0.320280	0.430861	0.182040
ENSMUSG00000022619	0.511147	-0.054149	0.615760	0.037755	0.072572	0.496535
ENSMUSG00000022620	-0.097443	0.857411	-0.182954	0.108942	-0.120147	0.645104
ENSMUSG00000022622	-0.018964	0.903987	-0.469678	-0.297334	0.620018	0.438080
ENSMUSG00000022623	0.676599	-0.621090	0.577841	-0.148665	-0.230859	0.344588
ENSMUSG00000022629	0.095631	-0.016988	0.065236	-0.469117	-0.349028	-0.564930
ENSMUSG00000022634	0.094900	0.770614	-0.057652	0.000558	0.088673	-0.237775
ENSMUSG00000022635	0.124101	-0.208885	0.298938	0.335384	0.226357	0.034985
ENSMUSG00000022636	0.087454	-0.452261	0.663475	-0.266181	-0.420949	0.958808
ENSMUSG00000022637	-0.196172	0.669484	-0.010337	-0.040643	-0.112641	-0.354672
ENSMUSG00000022656	0.733333	0.310320	-0.641441	-0.332377	0.517866	-0.486729
ENSMUSG00000022657	0.058083	-0.087927	0.009967	0.280146	-0.259299	0.021727
ENSMUSG00000022663	0.063277	-0.214463	-0.468668	0.212714	-0.683449	0.129110
ENSMUSG00000022671	-0.255544	-0.137282	0.496606	0.178459	-0.099562	0.447200
ENSMUSG00000022672	-0.492399	-0.600177	-0.697836	-0.722108	-0.760996	-1.155241
ENSMUSG00000022673	0.709354	-0.067640	0.246989	0.083281	-0.252860	-0.226715
ENSMUSG00000022674	0.094560	-0.567799	0.326233	-0.061816	-0.025155	-0.068953
ENSMUSG00000022676	0.551780	0.268434	0.318954	0.117383	0.020112	-0.127289
ENSMUSG00000022678	0.158671	-0.276107	0.076344	-1.073513	-0.156964	-0.318773
ENSMUSG00000022682	0.226276	-0.172113	0.062020	0.390543	-0.393553	0.646841
ENSMUSG00000022683	-0.573557	0.592038	-0.110905	-0.056000	-0.138614	0.080380
ENSMUSG00000022686	-0.300412	-0.301301	-0.432954	-0.194334	0.208921	0.313046
ENSMUSG00000022687	-0.136760	-0.016587	0.246994	-0.205670	1.143655	-0.751010
ENSMUSG00000022702	-0.510016	-0.108475	-0.187620	0.351459	0.087149	-0.818129
ENSMUSG00000022705	-0.191964	-0.269734	-0.267590	-0.332673	-0.401291	0.161489
ENSMUSG00000022706	-0.081137	-0.183381	-0.331177	0.249322	0.061622	0.425755
ENSMUSG00000022707	-0.449619	-0.056615	-0.223112	-0.206326	-0.016024	-0.241585
ENSMUSG00000022710	-0.729694	0.049199	-0.016800	0.289196	0.668701	-0.139256
ENSMUSG00000022711	0.294937	0.113783	-0.258166	-0.035414	-0.139805	-0.312974
ENSMUSG00000022722	-0.243249	-0.384188	0.727947	0.255770	-0.014796	0.020117
ENSMUSG00000022724	0.682640	-0.396084	0.845549	0.168378	0.002888	0.083804
ENSMUSG00000022742	0.048271	0.168102	-0.197705	0.425745	0.323776	-0.126064
ENSMUSG00000022747	0.549888	0.075483	-0.254447	0.167360	0.670008	-0.214701
ENSMUSG00000022750	0.064176	0.234116	0.457757	0.446878	-0.402026	-0.335376
ENSMUSG00000022751	0.047515	-0.289947	-0.126241	0.022526	-0.115334	0.234826
ENSMUSG00000022752	-0.166986	0.181290	0.004909	0.080743	0.213979	0.434529
ENSMUSG00000022753	0.133150	0.173612	0.153512	-0.138365	0.327022	-0.275239
ENSMUSG00000022757	-0.325323	0.424044	-0.779626	-0.669666	-0.576415	0.667146
ENSMUSG00000022758	-0.590705	-0.246484	-0.238533	-0.031080	-0.119634	0.194635
ENSMUSG00000022762	0.342796	-0.129327	-0.007396	-0.043611	0.340354	-0.125433
ENSMUSG00000022765	0.222112	0.090088	0.370880	0.079662	0.428973	0.173150
ENSMUSG00000022766	-0.064155	0.082934	-0.503930	-0.284112	-0.275551	-0.011309
ENSMUSG00000022770	-0.911135	0.119359	0.044576	0.802929	-0.052010	0.066794
ENSMUSG00000022771	-0.013574	-0.026695	0.007627	-0.237342	0.222365	0.028791
ENSMUSG00000022772	-0.069646	0.194682	0.186854	0.435270	0.352749	-0.023075
ENSMUSG00000022774	0.194893	-0.093046	-0.570425	0.181157	-0.431396	0.961817
ENSMUSG00000022779	-0.041522	-0.257856	-0.673593	0.593833	-0.088390	-0.326358
ENSMUSG00000022780	0.091057	-0.145970	-0.184517	-0.232754	0.159408	-0.416039
ENSMUSG00000022781	-0.415899	-0.557433	-0.306558	0.072043	-0.328841	-0.621727
ENSMUSG00000022788	-0.018008	0.241587	0.126204	-0.386160	-1.201790	0.250472
ENSMUSG00000022789	-0.238859	-0.004581	-0.186432	0.366055	-0.360894	-0.196595
ENSMUSG00000022790	0.014069	-0.794543	0.246663	0.034057	0.249121	-0.436750
ENSMUSG00000022791	-0.139343	0.100348	0.138601	-0.279696	0.111717	0.077443
ENSMUSG00000022792	0.367888	0.023668	-0.167926	-0.055252	-0.422961	0.468686
ENSMUSG00000022793	0.058733	0.002505	0.189728	0.677764	-0.357959	-0.327977
ENSMUSG00000022797	0.245778	-0.836014	0.238109	-0.021959	0.176291	-0.402936
ENSMUSG00000022799	0.208065	0.067467	-0.015102	0.091352	0.592954	0.066242
ENSMUSG00000022800	0.507546	-0.667476	0.123455	-0.390899	-0.286883	-0.038236
ENSMUSG00000022803	1.194560	0.379729	0.516053	-0.287838	-0.042265	0.329119
ENSMUSG00000022809	-0.098493	-0.849384	-0.652674	0.194676	-0.537515	0.039205
ENSMUSG00000022812	0.474490	-0.326980	-0.240059	-0.545793	0.085590	-0.115570
ENSMUSG00000022814	-0.362259	-0.199383	-0.122462	-0.180248	-0.210543	0.421863
ENSMUSG00000022816	0.032011	-0.256097	0.304410	0.179898	-0.369587	-0.057297
ENSMUSG00000022817	-0.011901	0.053518	-0.208950	-0.511792	0.511932	0.154407
ENSMUSG00000022820	0.011343	0.163349	0.172955	-0.554096	-0.381984	-0.110065
ENSMUSG00000022821	-0.150160	0.125424	-0.044146	0.140896	0.154577	0.090410
ENSMUSG00000022822	0.065004	0.146031	0.400555	-0.204553	-0.643816	0.946028
ENSMUSG00000022824	-0.254844	-0.014468	-0.615743	-0.119566	0.465928	-0.448239
ENSMUSG00000022828	-0.112004	0.170279	-0.124517	-0.557365	-0.427560	-0.294850
ENSMUSG00000022831	-0.290380	-0.292102	0.520766	0.809948	-0.102328	0.214827
ENSMUSG00000022836	-0.061678	-0.119629	0.273673	0.156332	0.332167	-0.099182
ENSMUSG00000022837	0.017438	0.264721	-0.110618	0.046844	-0.024383	-0.021608
ENSMUSG00000022838	0.388476	0.249789	0.367795	-0.007741	-0.824324	0.254089
ENSMUSG00000022840	-0.394009	-0.760862	0.214170	0.307987	-0.258568	-0.113472
ENSMUSG00000022841	0.470614	0.384648	-0.490821	0.063812	0.066266	0.049424
ENSMUSG00000022843	0.733357	-0.509155	0.507251	-0.371569	-0.424560	0.343430
ENSMUSG00000022847	-0.091085	-0.231191	-0.292353	-0.195868	-0.314693	-0.672464
ENSMUSG00000022853	0.331595	0.348122	-0.221372	-0.042020	-0.117828	-0.045514
ENSMUSG00000022855	0.031400	-0.209670	-0.508653	0.423963	-0.179050	0.500300
ENSMUSG00000022858	0.247682	0.251462	-0.600807	-0.236997	-0.117806	0.116785
ENSMUSG00000022861	0.037347	-0.076659	-0.410077	-0.175039	-0.197507	0.316689
ENSMUSG00000022863	-0.472540	-0.344873	-0.234649	-0.011622	0.085915	0.003624
ENSMUSG00000022865	-0.783367	-0.681643	-0.430151	0.220443	-0.208879	-0.107300
ENSMUSG00000022867	0.184929	0.031285	0.190725	0.177886	0.295585	-0.312183
ENSMUSG00000022868	-0.038195	-0.124490	0.080150	-0.026573	0.056633	-0.046124
ENSMUSG00000022875	-0.419284	-0.107999	0.290356	0.017389	0.184054	-0.220891
ENSMUSG00000022877	0.012262	0.423221	0.196150	0.737080	0.111934	0.661275
ENSMUSG00000022878	-0.163651	0.457423	0.251358	0.238586	-0.102578	-0.127352
ENSMUSG00000022881	-0.043548	-0.234355	-0.165668	-0.153999	0.423127	-0.382831
ENSMUSG00000022883	-0.120184	0.604564	0.469571	-0.332482	-0.497833	-0.411419
ENSMUSG00000022884	-1.053627	-0.660029	-0.080625	0.027932	0.174897	-0.351566
ENSMUSG00000022885	0.171792	-0.109438	0.316421	-0.117544	-0.012160	-0.390591
ENSMUSG00000022887	0.722281	0.189700	-0.100176	-0.473509	-0.975597	-0.201046
ENSMUSG00000022889	-0.048434	0.299575	0.294313	-0.436765	0.063648	-0.403289
ENSMUSG00000022890	0.189782	0.154297	-0.104275	0.282996	0.139825	0.355356
ENSMUSG00000022892	0.315528	0.073309	0.263837	-0.224141	1.279578	-0.084115
ENSMUSG00000022893	0.045848	-0.065174	-0.448679	-0.322924	0.222165	0.348101
ENSMUSG00000022894	0.395793	0.177783	0.576592	0.363635	0.790642	0.471000
ENSMUSG00000022895	0.292765	0.316317	0.256193	0.100144	0.110705	-0.172908
ENSMUSG00000022897	0.073877	0.793540	0.109176	-0.240405	0.510911	0.591711
ENSMUSG00000022901	-0.180563	0.256574	-0.033325	-0.401665	0.055790	-0.250481
ENSMUSG00000022902	0.336347	-0.248204	0.114739	0.209465	0.518249	0.038614
ENSMUSG00000022905	0.060970	-0.107437	0.456966	-0.397701	-0.008068	-0.227662
ENSMUSG00000022911	-0.040441	-0.333279	-0.273884	0.685937	0.027719	-0.047862
ENSMUSG00000022912	0.344469	-0.239816	0.042886	0.351156	0.167531	-0.712357
ENSMUSG00000022913	0.461517	0.008965	0.151194	-0.151011	-0.204270	-0.052594
ENSMUSG00000022914	0.368551	-0.434204	0.780352	0.396110	-0.364167	-0.517851
ENSMUSG00000022935	0.153888	-0.305087	0.399750	0.601077	0.122744	0.733689
ENSMUSG00000022940	0.446708	0.643189	-0.273644	0.286779	-0.005676	-0.116737
ENSMUSG00000022947	0.433159	0.112993	0.467453	0.223825	0.167518	0.022053
ENSMUSG00000022951	-0.510210	0.230226	-0.304117	-0.203488	0.263873	-0.481176
ENSMUSG00000022952	0.074123	0.129787	0.351105	0.163532	0.548476	-0.405523
ENSMUSG00000022956	-0.268294	0.206056	0.253937	0.078606	0.195387	-0.163595
ENSMUSG00000022957	0.121005	-0.403177	-0.849818	-0.384594	0.071936	0.025201
ENSMUSG00000022962	-0.755457	0.343590	0.349495	-0.002146	0.092537	-0.296770
ENSMUSG00000022965	-0.148638	0.978513	-0.109323	0.407926	-0.175772	0.612695
ENSMUSG00000022967	-0.275137	0.000343	0.434586	0.388570	0.014983	0.090353
ENSMUSG00000022969	0.142357	-0.268300	-0.230976	0.189153	-0.243933	0.081236
ENSMUSG00000022971	0.227177	-0.027672	0.004985	-0.012901	-0.360375	0.182567
ENSMUSG00000022973	-0.339008	-0.044321	-0.052250	0.049543	0.561552	-0.739931
ENSMUSG00000022978	0.049986	-0.094413	0.315968	-0.184774	0.217876	0.940313
ENSMUSG00000022982	-0.106533	-0.311349	-0.255955	-0.108295	0.025518	0.214600
ENSMUSG00000022986	-0.112303	0.304702	0.408823	0.082017	0.387107	0.029651
ENSMUSG00000022987	0.123367	0.134260	0.300841	-0.201800	0.490830	-0.054414
ENSMUSG00000022991	0.084424	0.163817	-0.735390	0.403496	0.022125	-0.237985
ENSMUSG00000022992	0.096254	0.148027	0.185311	0.314085	-0.230154	0.515026
ENSMUSG00000022994	0.058520	-0.396699	0.099896	0.590731	-0.095268	0.185220
ENSMUSG00000022995	-0.486017	0.427833	-0.228011	0.411877	0.172831	0.742534
ENSMUSG00000022996	-0.103337	-0.053570	0.161857	-0.305456	0.538960	-0.244015
ENSMUSG00000022997	0.074048	-0.302521	-0.204726	-0.274350	-0.677537	-0.016412
ENSMUSG00000023000	0.196052	0.004105	0.331628	0.170848	-0.306104	-0.509041
ENSMUSG00000023004	-0.178891	-0.037053	0.179563	0.518939	0.382340	-0.046253
ENSMUSG00000023008	-0.276341	0.027005	0.218250	-0.227992	-0.104944	-0.109188
ENSMUSG00000023013	0.146485	-0.157620	-0.165757	0.148475	0.173031	-0.113482
ENSMUSG00000023015	-0.033589	0.333233	-0.164734	-0.583299	0.167506	-0.178073
ENSMUSG00000023017	0.303635	0.120371	-0.118992	0.539146	0.371475	0.263480
ENSMUSG00000023018	0.061642	0.274457	-0.739083	0.142403	-0.100950	-0.010280
ENSMUSG00000023019	-0.000928	0.165337	0.312585	-0.075550	0.297204	-0.407722
ENSMUSG00000023020	0.285948	-0.197712	0.176507	-0.176559	-0.703401	-0.686511
ENSMUSG00000023021	0.155345	0.023831	-0.168902	0.185242	0.399848	-0.201283
ENSMUSG00000023027	0.058468	0.184074	0.448179	0.235866	0.064901	-0.077586
ENSMUSG00000023030	0.063745	-0.358468	0.218464	0.045865	0.155893	-0.542924
ENSMUSG00000023032	-0.435365	0.310558	-0.001597	-0.309765	-0.855584	0.003689
ENSMUSG00000023033	0.333480	-0.451040	-0.318664	-0.232434	0.026927	-0.227785
ENSMUSG00000023034	-0.141190	0.519438	0.120626	0.018511	0.056486	-0.250278
ENSMUSG00000023039	-0.117353	-0.508800	0.694014	0.020134	0.002834	-0.035456
ENSMUSG00000023041	0.689678	0.094698	0.308075	-0.230100	0.122298	0.177050
ENSMUSG00000023043	-0.488885	0.214911	-0.545538	-0.207075	0.547903	0.232951
ENSMUSG00000023044	-0.092846	0.629522	0.123434	-0.254953	0.019973	-0.038773
ENSMUSG00000023045	0.592492	-0.162745	-0.655902	-0.059696	0.056045	-0.346733
ENSMUSG00000023046	-0.480421	-0.107786	0.458033	0.507220	0.108394	0.041289
ENSMUSG00000023047	0.931703	-0.459527	-0.204963	-0.195209	1.387808	0.045846
ENSMUSG00000023050	0.213625	0.451705	-0.188161	-0.020430	0.278680	-0.079079
ENSMUSG00000023051	-0.574439	-0.080251	0.573172	-0.233976	-0.435627	0.057262
ENSMUSG00000023052	-0.385019	0.106730	-0.029415	0.322829	-0.018798	0.328234
ENSMUSG00000023057	0.122706	-0.276640	-0.044438	0.253393	0.130890	-0.028050
ENSMUSG00000023067	-0.178365	-0.015022	-0.241257	0.034059	-0.071409	0.469900
ENSMUSG00000023068	-0.113175	0.097241	-0.482149	0.683280	-0.657186	0.102879
ENSMUSG00000023070	-0.182604	1.208036	0.973137	-0.176092	0.411479	-0.083364
ENSMUSG00000023072	0.424932	0.945384	0.609204	0.234906	0.007743	-0.122050
ENSMUSG00000023073	0.359805	-0.988517	0.551709	-0.088430	-0.494155	0.107351
ENSMUSG00000023078	0.871981	-0.005883	0.506907	-0.187824	-0.082776	-0.207673
ENSMUSG00000023083	0.055377	-0.279841	0.136727	0.133909	-0.222231	0.638298
ENSMUSG00000023088	0.298552	0.182268	0.183412	0.113177	-0.466335	0.018682
ENSMUSG00000023089	0.311987	0.105578	0.070489	-0.422543	-0.276716	0.332202
ENSMUSG00000023092	-0.421758	-0.660128	0.310123	0.322338	-0.379500	-0.381319
ENSMUSG00000023094	-0.269901	-0.006155	0.433787	0.776289	-0.053041	-0.268653
ENSMUSG00000023104	-0.385828	0.102089	0.145104	-0.012151	0.199530	-0.133500
ENSMUSG00000023110	0.020691	-0.546310	0.003619	-0.171132	0.647651	0.066553
ENSMUSG00000023118	-0.142244	-0.440325	0.308382	-0.775982	-0.928043	-0.300206
ENSMUSG00000023120	0.892074	-0.296093	-0.099901	-0.053413	0.293331	0.397150
ENSMUSG00000023122	0.160851	0.319914	0.641694	-0.256372	0.457782	0.387823
ENSMUSG00000023132	0.532326	-0.362176	0.798343	-0.276587	-0.035176	-0.293647
ENSMUSG00000023156	-0.303202	0.221119	-0.040570	-0.141777	-0.058477	0.811390
ENSMUSG00000023159	0.271342	-0.110060	0.150124	0.407775	0.041780	0.248812
ENSMUSG00000023169	-0.394194	0.526382	0.117153	0.035274	-0.475393	-0.186633
ENSMUSG00000023170	0.042638	-0.864350	-0.449471	-0.283133	-0.171288	0.277659
ENSMUSG00000023175	0.942570	0.116587	-0.157000	-0.008863	0.151705	0.119175
ENSMUSG00000023176	-0.475579	-0.295635	0.202605	0.272558	-0.169119	-0.192839
ENSMUSG00000023192	-0.255868	-0.183815	-0.292042	-0.356395	-0.169647	-0.052442
ENSMUSG00000023206	0.210507	-0.247690	0.315902	0.497993	0.139547	-0.202379
ENSMUSG00000023210	-0.441803	0.138954	-0.192447	0.293908	-0.463046	-0.674533
ENSMUSG00000023224	-0.506703	-0.509644	0.431446	0.060527	-0.703793	-0.070756
ENSMUSG00000023232	-0.551478	0.193787	-0.026039	-0.398481	-0.130075	0.137424
ENSMUSG00000023235	-0.343217	0.235222	0.405944	-0.404692	-0.029800	0.124682
ENSMUSG00000023243	0.231731	0.541309	0.336758	0.552707	0.038375	-0.215741
ENSMUSG00000023247	-0.186981	0.337383	-0.594825	-0.041649	0.148580	0.093517
ENSMUSG00000023249	0.430640	0.337712	-0.138430	0.095699	0.064393	-0.165879
ENSMUSG00000023259	0.289873	-0.577510	0.121642	0.462373	-0.202118	0.233850
ENSMUSG00000023262	0.077950	-0.283334	-0.078021	0.448029	-0.311446	0.332963
ENSMUSG00000023266	-0.027547	-0.529348	0.101860	-0.048309	-0.859734	-0.029109
ENSMUSG00000023267	0.353385	-0.229412	0.123065	0.288241	-0.543151	-0.177478
ENSMUSG00000023274	-0.267971	0.594939	0.443051	-0.821866	-0.296159	-0.321812
ENSMUSG00000023279	0.707387	-0.190746	0.191691	0.295282	0.154298	-0.023891
ENSMUSG00000023284	-0.017602	0.431904	-0.157077	-0.395176	-0.398064	0.630624
ENSMUSG00000023286	0.093632	0.248351	0.751925	0.245465	0.046404	-0.266429
ENSMUSG00000023307	-0.229507	0.384800	0.011637	0.656060	-0.103755	-0.198212
ENSMUSG00000023328	-0.097800	0.185979	0.000659	0.145694	0.315248	-0.200043
ENSMUSG00000023333	0.308434	-0.562213	0.441082	0.504080	0.768597	0.296071
ENSMUSG00000023341	0.033370	-0.886820	-0.097629	-0.230932	0.241446	0.578593
ENSMUSG00000023348	0.057706	-0.440736	0.171391	0.174336	-0.234447	0.057619
ENSMUSG00000023349	0.381680	-0.597396	-0.234812	0.469875	0.127859	0.503625
ENSMUSG00000023387	0.003923	-0.209989	0.005316	0.134462	0.847735	-0.338888
ENSMUSG00000023393	-0.499159	0.167013	-0.046492	-0.151117	0.245570	-0.078567
ENSMUSG00000023411	0.256641	0.112450	0.893379	-0.358980	-0.312729	0.057246
ENSMUSG00000023439	-0.188468	-0.541783	0.036931	0.785888	-0.174042	0.126692
ENSMUSG00000023452	0.111609	0.664106	0.407299	-0.274973	0.114216	0.205501
ENSMUSG00000023456	0.272587	-0.501024	0.386529	-0.146484	0.087946	0.177198
ENSMUSG00000023460	-0.411875	0.157983	0.488963	-0.030860	0.830744	-0.152982
ENSMUSG00000023484	-0.214330	0.242088	-0.497942	-0.055643	-0.021212	0.362041
ENSMUSG00000023723	0.187124	-0.215663	0.143994	-0.003134	-0.153889	0.642245
ENSMUSG00000023764	0.128759	-0.100405	0.384047	-0.293735	0.725394	-0.350456
ENSMUSG00000023781	-0.339691	-0.760105	0.112355	0.020937	0.687969	0.245701
